kabupaten_kota,provinsi,latitude,longitude,sewa_2024,rumah_layak_huni,ketahanan_bangunan,luas_lantai_7_2,akses_air_minum,akses_sanitasi,cuci_tangan,status_milik_sendiri,status_kontrak_sewa,listrik_pln,latitude,longitude
Lembata,Nusa Tenggara Timur,-8.380280709360466,123.542344526975,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.380280709360466,123.542344526975
Flores Timur,Nusa Tenggara Timur,-8.365094347184668,122.94442274719088,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.365094347184668,122.94442274719088
Sikka,Nusa Tenggara Timur,-8.6086620621142,122.30372135527575,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.6086620621142,122.30372135527575
Ende,Nusa Tenggara Timur,-8.67723952109192,121.73413180929138,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.67723952109192,121.73413180929138
Ngada,Nusa Tenggara Timur,-8.667527083860396,121.00118186711704,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.667527083860396,121.00118186711704
Manggarai,Nusa Tenggara Timur,-8.56936108974567,120.40152206860398,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.56936108974567,120.40152206860398
Rote Ndao,Nusa Tenggara Timur,-10.726035534908306,123.12435711883164,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-10.726035534908306,123.12435711883164
Manggarai Barat,Nusa Tenggara Timur,-8.602543458665204,119.98892113580357,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.602543458665204,119.98892113580357
Sumba Tengah,Nusa Tenggara Timur,-9.547713224677326,119.66562263710986,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-9.547713224677326,119.66562263710986
Sumba Barat Daya,Nusa Tenggara Timur,-9.53424325241282,119.18003654738784,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-9.53424325241282,119.18003654738784
Nagekeo,Nusa Tenggara Timur,-8.688708669769012,121.27301155096664,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.688708669769012,121.27301155096664
Manggarai Timur,Nusa Tenggara Timur,-8.571655003364476,120.6905940597148,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-8.571655003364476,120.6905940597148
Sabu Raijua,Nusa Tenggara Timur,-10.535743351329184,121.84435440613218,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-10.535743351329184,121.84435440613218
Malaka,Nusa Tenggara Timur,-9.521768984672995,124.88932013063582,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-9.521768984672995,124.88932013063582
Kota Kupang,Nusa Tenggara Timur,-10.204297644817244,123.6071839720373,2727.0,46.88,67.5,87.93,88.55,77.66,44.06,91.39,2.95,91.01,-10.204297644817244,123.6071839720373
Sambas,Kalimantan Barat,1.429969837468297,109.34638469723927,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,1.429969837468297,109.34638469723927
Bengkayang,Kalimantan Barat,1.0120337452738288,109.56443931651567,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,1.0120337452738288,109.56443931651567
Landak,Kalimantan Barat,0.5165585615059111,109.77118030315104,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,0.5165585615059111,109.77118030315104
Mempawah,Kalimantan Barat,0.3583352643848569,109.15602514229012,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,0.3583352643848569,109.15602514229012
Sanggau,Kalimantan Barat,0.2686857480038473,110.43207636705192,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,0.2686857480038473,110.43207636705192
Ketapang,Kalimantan Barat,-1.6332240115575,110.61387416347104,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,-1.6332240115575,110.61387416347104
Sintang,Kalimantan Barat,0.0926358993417124,112.07152422968528,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,0.0926358993417124,112.07152422968528
Kapuas Hulu,Kalimantan Barat,0.8352381511761106,112.81087616535685,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,0.8352381511761106,112.81087616535685
Sekadau,Kalimantan Barat,-0.0038791314102325,110.9513185688061,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,-0.0038791314102325,110.9513185688061
Melawi,Kalimantan Barat,-0.6326354218771204,111.72757674162632,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,-0.6326354218771204,111.72757674162632
Kayong Utara,Kalimantan Barat,-1.091862906946181,109.92513952489408,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,-1.091862906946181,109.92513952489408
Kubu Raya,Kalimantan Barat,-0.3867407691861245,109.5374741754306,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,-0.3867407691861245,109.5374741754306
Kota Pontianak,Kalimantan Barat,-0.0252254562747231,109.33141043323172,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,-0.0252254562747231,109.33141043323172
Kota Singkawang,Kalimantan Barat,0.8985240195732173,109.0348921275268,2146.0,65.7,98.68,97.44,82.13,81.56,77.99,91.94,1.4,92.95,0.8985240195732173,109.0348921275268
Kotawaringin Barat,Kalimantan Tengah,-2.5456909214682857,111.74686194967607,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-2.5456909214682857,111.74686194967607
Kotawaringin Timur,Kalimantan Tengah,-2.064989919410805,112.71302993951856,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-2.064989919410805,112.71302993951856
Kapuas,Kalimantan Tengah,-1.74785070749573,114.29802530756368,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-1.74785070749573,114.29802530756368
Barito Selatan,Kalimantan Tengah,-1.801865359244946,114.92403688518849,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-1.801865359244946,114.92403688518849
Barito Utara,Kalimantan Tengah,-0.9330650695788693,115.13473254144996,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-0.9330650695788693,115.13473254144996
Sukamara,Kalimantan Tengah,-2.6230390372949848,111.16090519396862,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-2.6230390372949848,111.16090519396862
Lamandau,Kalimantan Tengah,-1.8011215799644358,111.40667879322268,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-1.8011215799644358,111.40667879322268
Seruyan,Kalimantan Tengah,-2.2830091015227243,112.17627058319032,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-2.2830091015227243,112.17627058319032
Katingan,Kalimantan Tengah,-1.6998763116309106,113.05983209066288,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-1.6998763116309106,113.05983209066288
Pulang Pisau,Kalimantan Tengah,-2.716050586507444,113.95521249515562,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-2.716050586507444,113.95521249515562
Gunung Mas,Kalimantan Tengah,-1.025667237910998,113.53316192615937,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-1.025667237910998,113.53316192615937
Barito Timur,Kalimantan Tengah,-1.9781858653198352,115.1596445727158,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-1.9781858653198352,115.1596445727158
Murung Raya,Kalimantan Tengah,-0.0309139866712799,114.2791010177853,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-0.0309139866712799,114.2791010177853
Kota Palangka Raya,Kalimantan Tengah,-2.0184573277309483,113.7690709379542,3651.0,59.92,95.31,96.41,78.71,78.15,75.92,83.02,3.0,89.04,-2.0184573277309483,113.7690709379542
Tanah Laut,Kalimantan Selatan,-3.8188206233003856,114.90339051664772,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-3.8188206233003856,114.90339051664772
Kota Baru,Kalimantan Selatan,-2.986971197080788,116.06540100677636,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-2.986971197080788,116.06540100677636
Banjar,Kalimantan Selatan,-3.3182526363359104,115.08834626802737,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-3.3182526363359104,115.08834626802737
Barito Kuala,Kalimantan Selatan,-3.090319906535417,114.6260716781393,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-3.090319906535417,114.6260716781393
Tapin,Kalimantan Selatan,-2.9246706926356616,115.04784371771024,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-2.9246706926356616,115.04784371771024
Hulu Sungai Selatan,Kalimantan Selatan,-2.7282749058159417,115.20686770152552,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-2.7282749058159417,115.20686770152552
Hulu Sungai Tengah,Kalimantan Selatan,-2.603491692591009,115.50213492251886,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-2.603491692591009,115.50213492251886
Hulu Sungai Utara,Kalimantan Selatan,-2.44207016297298,115.1570756215227,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-2.44207016297298,115.1570756215227
Tabalong,Kalimantan Selatan,-1.8860139504072035,115.5164777407128,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-1.8860139504072035,115.5164777407128
Tanah Bumbu,Kalimantan Selatan,-3.4473565814109617,115.65456661548228,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-3.4473565814109617,115.65456661548228
Balangan,Kalimantan Selatan,-2.3191394308983333,115.64216901304246,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-2.3191394308983333,115.64216901304246
Kota Banjarmasin,Kalimantan Selatan,-3.3293462877962026,114.59191351594647,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-3.3293462877962026,114.59191351594647
Kota Banjar Baru,Kalimantan Selatan,-3.47644399931756,114.81839100590504,5102.0,60.6,91.2,96.42,77.34,83.7,83.52,84.53,4.41,98.89,-3.47644399931756,114.81839100590504
Paser,Kalimantan Timur,-1.7332628113703166,116.09352565984182,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,-1.7332628113703166,116.09352565984182
Kutai Barat,Kalimantan Timur,-0.5059553444317486,115.83378504956966,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,-0.5059553444317486,115.83378504956966
Kutai Kartanegara,Kalimantan Timur,0.0867409391133,116.51267116110702,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,0.0867409391133,116.51267116110702
Kutai Timur,Kalimantan Timur,0.9577274654611032,117.13841593558853,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,0.9577274654611032,117.13841593558853
Berau,Kalimantan Timur,1.92838399824234,117.30377903566624,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,1.92838399824234,117.30377903566624
Penajam Paser Utara,Kalimantan Timur,-1.156951164525268,116.59675158527824,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,-1.156951164525268,116.59675158527824
Mahakam Hulu,Kalimantan Timur,0.7193701324654842,114.87159673378106,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,0.7193701324654842,114.87159673378106
Kota Balikpapan,Kalimantan Timur,-1.1593695505398638,116.86560429184888,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,-1.1593695505398638,116.86560429184888
Kota Samarinda,Kalimantan Timur,-0.500724642900534,117.17870684223568,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,-0.500724642900534,117.17870684223568
Kota Bontang,Kalimantan Timur,0.0907313418429425,117.45715143124094,19613.0,76.77,97.02,94.21,89.11,91.65,79.03,76.99,10.15,96.5,0.0907313418429425,117.45715143124094
Malinau,Kalimantan Utara,2.478197327264458,115.71684766849422,12960.0,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18,2.478197327264458,115.71684766849422
Bulungan,Kalimantan Utara,2.814671316085301,117.03748834756485,12960.0,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18,2.814671316085301,117.03748834756485
Tana Tidung,Kalimantan Utara,3.5517390187857774,117.16711529146264,12960.0,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18,3.5517390187857774,117.16711529146264
Nunukan,Kalimantan Utara,3.994608092541799,116.66301427031198,12960.0,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18,3.994608092541799,116.66301427031198
Kota Tarakan,Kalimantan Utara,3.3594056365995613,117.59951132082055,12960.0,69.65,99.39,92.44,89.42,85.17,78.0,78.31,9.34,96.18,3.3594056365995613,117.59951132082055
Bolaang Mongondow,Sulawesi Utara,0.7079298002982987,124.0402735102605,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,0.7079298002982987,124.0402735102605
Minahasa,Sulawesi Utara,1.254683946714502,124.85416947353444,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.254683946714502,124.85416947353444
Kepulauan Sangihe,Sulawesi Utara,3.550699306634365,125.5413046408275,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,3.550699306634365,125.5413046408275
Kepulauan Talaud,Sulawesi Utara,4.22564864085994,126.78163357385398,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,4.22564864085994,126.78163357385398
Minahasa Selatan,Sulawesi Utara,1.084592318650189,124.5210498968124,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.084592318650189,124.5210498968124
Minahasa Utara,Sulawesi Utara,1.5491395534727643,125.00805318715162,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.5491395534727643,125.00805318715162
Bolaang Mongondow Utara,Sulawesi Utara,0.7679520228650861,123.48113248329724,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,0.7679520228650861,123.48113248329724
Siau Tagulandang Biaro,Sulawesi Utara,2.539823821830396,125.397015817234,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,2.539823821830396,125.397015817234
Minahasa Tenggara,Sulawesi Utara,1.010283964466255,124.72189642762316,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.010283964466255,124.72189642762316
Bolaang Mongondow Selatan,Sulawesi Utara,0.4442332840084854,123.93289683588831,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,0.4442332840084854,123.93289683588831
Bolaang Mongondow Timur,Sulawesi Utara,0.7194460013161875,124.51221849509508,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,0.7194460013161875,124.51221849509508
Kota Manado,Sulawesi Utara,1.524707419530354,124.8485574863175,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.524707419530354,124.8485574863175
Kota Bitung,Sulawesi Utara,1.4847766531980933,125.16143005138986,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.4847766531980933,125.16143005138986
Kota Tomohon,Sulawesi Utara,1.3243124088506133,124.81490008204054,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.3243124088506133,124.81490008204054
Kota Kotamobagu,Sulawesi Utara,0.7107966566528764,124.319062826437,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,0.7107966566528764,124.319062826437
Danau,Sulawesi Utara,1.1703153091073697,124.84418932306428,2728.0,74.21,94.32,92.45,94.46,87.31,87.04,79.51,2.18,99.67,1.1703153091073697,124.84418932306428
Banggai Kepulauan,Sulawesi Tengah,-1.3722257733725756,123.14378275215064,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.3722257733725756,123.14378275215064
Banggai,Sulawesi Tengah,-1.020828251781165,122.58364281517858,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.020828251781165,122.58364281517858
Morowali,Sulawesi Tengah,-2.693858143756445,121.91358340989603,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-2.693858143756445,121.91358340989603
Poso,Sulawesi Tengah,-1.6808249699790456,120.52109200580097,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.6808249699790456,120.52109200580097
Donggala,Sulawesi Tengah,-0.3958714227224924,119.83572137225428,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-0.3958714227224924,119.83572137225428
Toli-Toli,Sulawesi Tengah,0.9260110160801454,120.718922936246,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,0.9260110160801454,120.718922936246
Buol,Sulawesi Tengah,0.9779759812140192,121.37277864029174,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,0.9779759812140192,121.37277864029174
Parigi Moutong,Sulawesi Tengah,0.0166465371896912,120.45141157785832,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,0.0166465371896912,120.45141157785832
Tojo Una-Una,Sulawesi Tengah,-1.1123704901227185,121.57623490117771,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.1123704901227185,121.57623490117771
Sigi,Sulawesi Tengah,-1.4084885754863068,119.97044127960676,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.4084885754863068,119.97044127960676
Banggai Laut,Sulawesi Tengah,-1.7888517867987404,123.53460720792536,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.7888517867987404,123.53460720792536
Morowali Utara,Sulawesi Tengah,-1.814557582129941,121.38496712685117,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-1.814557582129941,121.38496712685117
Kota Palu,Sulawesi Tengah,-0.8298028204813959,119.90997383754002,5505.0,62.59,94.48,89.66,87.86,77.4,80.03,88.63,2.87,96.6,-0.8298028204813959,119.90997383754002
Kepulauan Selayar,Sulawesi Selatan,-6.561885064178744,120.71525321468096,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-6.561885064178744,120.71525321468096
Bulukumba,Sulawesi Selatan,-5.432469210346689,120.23600655247216,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.432469210346689,120.23600655247216
Bantaeng,Sulawesi Selatan,-5.48818963820113,119.98691130771574,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.48818963820113,119.98691130771574
Jeneponto,Sulawesi Selatan,-5.567517226647006,119.69844683627883,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.567517226647006,119.69844683627883
Takalar,Sulawesi Selatan,-5.419755829850611,119.47055758929334,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.419755829850611,119.47055758929334
Gowa,Sulawesi Selatan,-5.309278930783019,119.71872707452646,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.309278930783019,119.71872707452646
Sinjai,Sulawesi Selatan,-5.209746428804532,120.13586687957276,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.209746428804532,120.13586687957276
Maros,Sulawesi Selatan,-5.000696327514021,119.7247490450224,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.000696327514021,119.7247490450224
Pangkajene Dan Kepulauan,Sulawesi Selatan,-4.939837253159422,119.47868449327513,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-4.939837253159422,119.47868449327513
Barru,Sulawesi Selatan,-4.441677904311638,119.69414528310529,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-4.441677904311638,119.69414528310529
Bone,Sulawesi Selatan,-4.69481489107113,120.129585872919,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-4.69481489107113,120.129585872919
Soppeng,Sulawesi Selatan,-4.339045666325047,119.89211090141552,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-4.339045666325047,119.89211090141552
Wajo,Sulawesi Selatan,-4.0065376597868605,120.17100020113,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-4.0065376597868605,120.17100020113
Sidenreng Rappang,Sulawesi Selatan,-3.8072903094978994,119.97142678938624,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-3.8072903094978994,119.97142678938624
Pinrang,Sulawesi Selatan,-3.6224569765611743,119.59991636023922,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-3.6224569765611743,119.59991636023922
Enrekang,Sulawesi Selatan,-3.503723977200986,119.87202985205336,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-3.503723977200986,119.87202985205336
Luwu,Sulawesi Selatan,-3.198548471259324,120.18254653138312,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-3.198548471259324,120.18254653138312
Tana Toraja,Sulawesi Selatan,-3.10851239609031,119.71237539504908,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-3.10851239609031,119.71237539504908
Luwu Utara,Sulawesi Selatan,-2.394945844819459,120.16072592296938,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-2.394945844819459,120.16072592296938
Luwu Timur,Sulawesi Selatan,-2.5506780734644283,121.1385182487634,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-2.5506780734644283,121.1385182487634
Toraja Utara,Sulawesi Selatan,-2.888179389700725,119.86893361264688,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-2.888179389700725,119.86893361264688
Kota Makassar,Sulawesi Selatan,-5.133417576267245,119.46114643830622,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-5.133417576267245,119.46114643830622
Kota Parepare,Sulawesi Selatan,-4.029351701078474,119.66160212311384,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-4.029351701078474,119.66160212311384
Kota Palopo,Sulawesi Selatan,-2.9804740323489325,120.14788227898318,2418.0,71.86,86.09,94.51,92.23,93.83,85.66,88.25,2.09,98.23,-2.9804740323489325,120.14788227898318
Buton,Sulawesi Tenggara,-5.312806972636647,122.92447842029794,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-5.312806972636647,122.92447842029794
Muna,Sulawesi Tenggara,-4.93950199191677,122.6386003935254,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.93950199191677,122.6386003935254
Konawe,Sulawesi Tenggara,-3.5253946861663024,121.88615783244352,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-3.5253946861663024,121.88615783244352
Kolaka,Sulawesi Tenggara,-4.074941350464884,121.52935628760623,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.074941350464884,121.52935628760623
Konawe Selatan,Sulawesi Tenggara,-4.2626521810580105,122.42083547140172,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.2626521810580105,122.42083547140172
Bombana,Sulawesi Tenggara,-4.797843751008696,121.8512758026264,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.797843751008696,121.8512758026264
Wakatobi,Sulawesi Tenggara,-5.57073394620619,123.78490034205323,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-5.57073394620619,123.78490034205323
Kolaka Utara,Sulawesi Tenggara,-3.2454609822046536,121.1519235658838,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-3.2454609822046536,121.1519235658838
Buton Utara,Sulawesi Tenggara,-4.695606567787955,123.01743801306476,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.695606567787955,123.01743801306476
Konawe Utara,Sulawesi Tenggara,-3.385155741498977,121.99693076917282,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-3.385155741498977,121.99693076917282
Kolaka Timur,Sulawesi Tenggara,-3.795358014136125,121.61223761433818,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-3.795358014136125,121.61223761433818
Konawe Kepulauan,Sulawesi Tenggara,-4.114415857468587,123.0950540658955,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.114415857468587,123.0950540658955
Muna Barat,Sulawesi Tenggara,-4.817475718396876,122.4931435851942,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.817475718396876,122.4931435851942
Buton Tengah,Sulawesi Tenggara,-5.316823821936229,122.39897465856188,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-5.316823821936229,122.39897465856188
Buton Selatan,Sulawesi Tenggara,-5.605820914082521,122.6772899869363,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-5.605820914082521,122.6772899869363
Kota Kendari,Sulawesi Tenggara,-4.000395568535314,122.5326209280227,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-4.000395568535314,122.5326209280227
Kota Baubau,Sulawesi Tenggara,-5.430032694039403,122.67526754702853,1719.0,76.67,93.46,93.03,95.31,90.62,86.6,91.37,2.32,97.83,-5.430032694039403,122.67526754702853
Boalemo,Gorontalo,0.6555993394361129,122.3258783692438,1044.0,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99,0.6555993394361129,122.3258783692438
Gorontalo,Gorontalo,0.6937946800927688,122.71075819951798,1044.0,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99,0.6937946800927688,122.71075819951798
Pohuwato,Gorontalo,0.6881180518748828,121.71103714382409,1044.0,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99,0.6881180518748828,121.71103714382409
Bone Bolango,Gorontalo,0.5331299970924822,123.2911431454798,1044.0,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99,0.5331299970924822,123.2911431454798
Gorontalo Utara,Gorontalo,0.8860781037966813,122.66000381377007,1044.0,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99,0.8860781037966813,122.66000381377007
Kota Gorontalo,Gorontalo,0.539453813949424,123.05579414696372,1044.0,72.04,97.85,89.0,96.13,82.99,82.62,86.05,1.07,98.99,0.539453813949424,123.05579414696372
